name,smiles
NAQUOTINIB,C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1
OSIMERTINIB MESYLATE,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.CS(=O)(=O)O
FANREGRATINIB,CNC(=O)c1cc(CCc2cnc(Nc3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)nc2)c(Cl)c(OC)c1
SITRAVATINIB MALATE,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1.O=C(O)CC(O)C(=O)O
SARACATINIB,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1
RADOTINIB,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1
PEXIDARTINIB HYDROCHLORIDE,Cl.FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1
COBIMETINIB FUMARATE,O=C(O)/C=C/C(=O)O.O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1.O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1
TIRABRUTINIB,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
PIRTOBRUTINIB,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1
PEMIGATINIB,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21
MERESTINIB,Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1
GOLIDOCITINIB,COc1nn(C)cc1Nc1nccc(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1
AFATINIB DIMALEATE,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O
TOFACITINIB,
POVORCITINIB,Cc1n[nH]c(C)c1-c1cnn(C2(CC#N)CN(c3cc(F)c(C(=O)N[C@@H](C)C(F)(F)F)cc3F)C2)c1
NEZULCITINIB,CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)C[C@@H](C(=O)N3CC(N(C)C)C3)N(C(C)C)C4)n[nH]c2c1
CENACITINIB,CNc1cc(Nc2cc(F)cc3c2OCCO3)nc2c(NC(=O)N[C@@H]3C[C@@H]3F)cnn12
ZURLETRECTINIB,C[C@H]1CNC(=O)Nc2cnn3ccc(nc23)N2C[C@@H](F)C[C@@H]2c2cc(F)cnc2O1
MOBOCERTINIB SUCCINATE,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.O=C(O)CCC(=O)O
TRAMETINIB DIMETHYL SULFOXIDE,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1.C[S+](C)[O-]
LUXEPTINIB,Cc1c[nH]c(-c2ccc(-c3ccc(NC(=O)Nc4c(F)cc(F)cc4F)cc3F)c3c2C(=O)NC3)n1
VARLITINIB,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1
ZAPNOMETINIB,O=C(O)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl
PEXIDARTINIB,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1
ALTIRATINIB,O=C(Nc1cc(Oc2cc(F)c(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)ccn1)C1CC1
GOLVATINIB,CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1
ELZOVANTINIB,CCN1Cc2c(ccc(F)c2C#N)O[C@@H](C)CNC(=O)c2c(N)nn3ccc1nc23
MASITINIB,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1
AVUTOMETINIB,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F
DASATINIB LAURYLSULFATE,CCCCCCCCCCCCOS(=O)(=O)O.Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
OSIMERTINIB,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
FILGOTINIB MALEATE,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1.O=C(O)/C=C\C(=O)O
RAVOXERTINIB,Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1
LUVOMETINIB,Cn1c(=O)c(F)c(Nc2ccc(I)cc2F)c2c(=O)n(C3CC3)nc(-c3cccc(NS(=O)(=O)C4CC4)c3)c21
ROPSACITINIB,Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1
AVAPRITINIB,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1
NERATINIB MALEATE,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C.O=C(O)/C=C\C(=O)O
ULIXERTINIB,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1
AUMOLERTINIB,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
REBASTINIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1
ABIVERTINIB MALEATE,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1.O.O.O=C(O)/C=C\C(=O)O
POSELTINIB,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1
LIRAFUGRATINIB,C=C(C)C(=O)Nc1ccc(-c2c(-c3ccc(Oc4nccc(C)n4)c(F)c3)c3c(N)ncnc3n2C)cc1
ROCILETINIB,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1
REPOTRECTINIB,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1
LENVATINIB,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O
SOXATALTINIB,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(N5CC(C)(O)C5)cn5ncc(C#N)c45)cn2)C3)cn1
TESEVATINIB,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(C)C[C@@H]2C1
FUTIBATINIB,C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1
TUNLAMETINIB,O=C(NOCCO)c1cc2scnc2c(F)c1Nc1ccc(I)cc1F
FISOGATINIB,C=CC(=O)N[C@H]1CCOC[C@H]1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1
ZANUBRUTINIB,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
DENFIVONTINIB,CN1CCC(Nc2nc(Nc3ccc(Oc4ccccc4)cc3)c3c(=O)[nH]cc(Br)c3n2)CC1
DEFACTINIB HYDROCHLORIDE,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1.Cl
HENATINIB,Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(C[C@H](O)CN1CCOCC1)CCC2
GAMCEMETINIB,CCOCc1cnc(Cl)nc1Oc1ccc2c(ccc3sc4c(c32)NC[C@@H](C)NC4=O)n1
DECERNOTINIB,CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F
EPITINIB,C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)N4CCN(CC)CC4)cc23)c1
ROCBRUTINIB,C=CC(=O)Nc1cc(Nc2nc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)ccc1N1CCN(C2CCOCC2)C[C@@H]1C
ORANTINIB,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O
BEMCENTINIB,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2
TARLOXOTINIB,Cn1cnc([N+](=O)[O-])c1C[N+](C)(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Cl)c(Br)c3)ncnc2cn1
AUMOLERTINIB MESYLATE,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.CS(=O)(=O)O
IVARMACITINIB SULFATE,COc1nsc(NC(=O)N2C[C@H]3C[C@H](N(C)c4ncnc5[nH]ccc45)C[C@H]3C2)n1.O=S(=O)(O)O
ABIVERTINIB,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1
EVOBRUTINIB,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1
ZIDESAMTINIB,CCn1ncc2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1-c1nn(C)nc1C2
RITLECITINIB,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C
ORITINIB,C=CC(=O)Nc1cc(Nc2nccc(-c3c4n(c5ccccc35)CCCC4)n2)c(OC)cc1N(C)CCN(C)C
BRANEBRUTINIB,CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1
THELIATINIB,C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)N4C[C@H]5CCN(C)[C@H]5C4)cc23)c1
DASATINIB ANHYDROUS,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
SUNVOZERTINIB,C=CC(=O)Nc1cc(Nc2nccc(Nc3cc(Cl)c(F)cc3C(C)(C)O)n2)c(OC)cc1N1CC[C@@H](N(C)C)C1
FIRMONERTINIB MESYLATE,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC(F)(F)F)nc1N(C)CCN(C)C.CS(=O)(=O)O
ERLOTINIB,
PUQUITINIB MESYLATE DIHYDRATE,CS(=O)(=O)O.CS(=O)(=O)O.O.O.c1cnc2ccc(Nc3nc(NC4CC4)c4nc[nH]c4n3)cc2c1
LEPZACITINIB,CCOC(=O)c1cnc2[nH]ccc2c1N[C@@H]1CCCN(C(=O)CC#N)C1
ASCIMINIB,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1
IFIDANCITINIB,COc1cc(Nc2ncc(C)c(Nc3ccc4oc(=O)[nH]c4c3)n2)cc(C)c1F
CERITINIB,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1
ELSUBRUTINIB,C=CC(=O)N1CCC[C@@H](c2ccc(C(N)=O)c3[nH]ccc23)C1
PUQUITINIB,c1cnc2ccc(Nc3nc(NC4CC4)c4nc[nH]c4n3)cc2c1
ENTOSPLETINIB,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1
LAPATINIB,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
LOMEDEUCITINIB,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)[C@@H]2CC23CC3)cc1Nc1ncccc1S(C)(=O)=O
MOBINITINIB,Cc1nn(C)cc1-c1nc2c(N3CCN(Cc4ccc(Cl)cc4)CC3)c(Cl)cnc2[nH]1
CABOZANTINIB,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC
TAFETINIB,CCN(CC)CCNC(=O)c1c(C)[nH]c2c1CCC/C2=C1/C(=O)Nc2ccc(F)cc21
CIVOREBRUTINIB,N#CN1C[C@H](n2nc(-c3ccc(Oc4ccc(Cl)cn4)cc3)c(C(N)=O)c2N)CCC12CC2
TINENGOTINIB,Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cnc(N3CCOCC3)cc1N2
GEFITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
LINSITINIB,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1
MIVAVOTINIB CITRATE,Cn1cc(-c2nc(N[C@@H]3CCCC[C@@H]3N)c(F)c3c2C(=O)NC3)cn1.O=C(O)CC(O)(CC(=O)O)C(=O)O
ACALABRUTINIB MALEATE,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12.O=C(O)/C=C\C(=O)O
ZONGERTINIB,C=CC(=O)NC1CCN(c2ncc3ncnc(Nc4ccc(Oc5ccc6c(c5)ncn6C)c(C)c4)c3n2)CC1
BEZUCLASTINIB,Cc1[nH]nc(C(=O)Nc2cnc3[nH]c(-c4ccccc4)cc3c2)c1C
PIMICOTINIB,Cc1nc(NC(=O)N2CCC(C)(C)C2=O)ccc1Oc1ccnc(-c2cnn(C)c2)c1
AMUVATINIB,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1
TRAMETINIB,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1
GILTERITINIB,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1
ABROCITINIB,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1
UPADACITINIB,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12
ZASOCITINIB,CNc1cc(Nc2cccn(-c3ccccn3)c2=O)nc2c(C(=O)N[C@@H]3CC[C@H]3OC)cnn12
SERALUTINIB,COc1ccc(-c2cncc(N[C@@H](C)c3cccc(NC(=O)c4cncc(C)c4)c3)n2)cc1OC
CRIZOTINIB,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
DOVITINIB,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
DALMELITINIB,CN1C(=O)COc2c1cnc1ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc21
CONTELTINIB,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1nc2c(c(Nc3ccccc3S(=O)(=O)NC(C)C)n1)CCN2
TIGOZERTINIB,CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F
PACRITINIB,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2
ERLOTINIB HYDROCHLORIDE,
ATUZABRUTINIB,CC(C)(C)/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1
DELGOCITINIB,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2
MOMELOTINIB DIHYDROCHLORIDE,Cl.Cl.N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1
LIRAFUGRATINIB HYDROCHLORIDE,C=C(C)C(=O)Nc1ccc(-c2c(-c3ccc(Oc4nccc(C)n4)c(F)c3)c3c(N)ncnc3n2C)cc1.Cl
TUXOBERTINIB,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncnc2cc1OCCN1CCOCC1
VEBRELTINIB,Cn1cc2cc(C(F)(F)c3nnc4ccc(-c5cnn(C6CC6)c5)nn34)c(F)cc2n1
LESTAURTINIB,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O
ERDAFITINIB,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
ENVUDEUCITINIB,[2H]C([2H])([2H])CC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C([2H])([2H])[2H])n2)c1OC
CAPMATINIB,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F
TALETRECTINIB,C[C@@H](N)COc1ccc(-c2cnc3ccc(N[C@H](C)c4cccc(F)c4)nn23)cc1
BODITRECTINIB,O=C(/C=C/c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CCNCC1
CANERTINIB,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
TEPOTINIB HYDROCHLORIDE,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1.Cl.O
MUBRITINIB,FC(F)(F)c1ccc(/C=C/c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1
BRIGATINIB,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1
MOBOCERTINIB,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
DACOMITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O
BAFETINIB,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1
QUIZARTINIB DIHYDROCHLORIDE,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1.Cl.Cl
TUSPETINIB,Cc1ccc2c(-c3nc(Nc4cc(CN5C[C@@H](C)N[C@@H](C)C5)cc(C5CC5)c4)ncc3Cl)c[nH]c2c1
SUNITINIB,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
RUXOLITINIB PHOSPHATE,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O
LAPATINIB DITOSYLATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O
RILZABRUTINIB,
DEFACTINIB,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1
TARLOXOTINIB BROMIDE,Cn1cnc([N+](=O)[O-])c1C[N+](C)(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Cl)c(Br)c3)ncnc2cn1.[Br-]
NAZARTINIB,Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1
LAROTRECTINIB,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1
ENBEZOTINIB,C[C@H]1CNC(=O)c2cnn3cc4c(nc23)N(Cc2cc(F)cnc2O1)[C@@H]1CCC[C@@H]1O4
ZANZALINTINIB,CNC(=O)c1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)ccnc2cc1OC
IZENCITINIB,Cc1cc(Nc2cc3ncccc3c(N[C@@H]3C[C@H]4CC[C@@H](C3)N4CCC#N)n2)n[nH]1
MILREBRUTINIB,Nc1nc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)c2cc(C3=CCN(C4COC4)CC3)[nH]c2n1
DERAZANTINIB,COCCNCCc1cccc(Nc2ncc3c(n2)-c2ccccc2[C@H](c2ccccc2F)C3)c1
POVORCITINIB PHOSPHATE,Cc1n[nH]c(C)c1-c1cnn(C2(CC#N)CN(c3cc(F)c(C(=O)N[C@@H](C)C(F)(F)F)cc3F)C2)c1.O=P(O)(O)O
GIROCITINIB,C[C@@H](O)c1nc2cnc3ccoc3c2n1[C@H]1CCC[C@H](CC#N)O1
PALTIMATRECTINIB,Fc1ccc(F)c([C@H]2CCCN2c2ccn3ncc(-n4cc(C(F)(F)F)cn4)c3n2)c1
BREPOCITINIB TOSYLATE,Cc1ccc(S(=O)(=O)O)cc1.Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1
PRALSETINIB,
SUNITINIB MALATE,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O
BOSUTINIB,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
VIMSELTINIB,Cc1nc(-c2cnc(NC(C)C)n(C)c2=O)ccc1Oc1ccnc(-c2cnn(C)c2)c1
NILOTINIB HYDROCHLORIDE MONOHYDRATE,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1.Cl.O
CINSEBRUTINIB,C=CC(=O)N1CCC[C@@H](c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CCCCC4)C1
FREVECITINIB,Cn1c(=O)n([C@H]2CCCN(C(=O)CC#N)C2)c2nc(-c3cnn4ccccc34)ccc21
VODOBATINIB,Cc1ccc(C(=O)NNC(=O)c2c(C)cccc2Cl)cc1C#Cc1cnc2ccccc2c1
ACALABRUTINIB,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12
